created_at,user_followers_count,user_verified,total_tweets,follower_distribution
2020-10-12 21:25:00+00:00,195110,2,4.0,"[1870, 192130, 1080, 30]"
2020-10-12 21:30:00+00:00,1590,0,1.0,[1590]
2020-10-12 21:35:00+00:00,0,0,0.0,[]
2020-10-12 21:40:00+00:00,390,0,1.0,[390]
2020-10-12 21:45:00+00:00,7590,1,2.0,"[5450, 2140]"
2020-10-12 21:50:00+00:00,1840,0,1.0,[1840]
2020-10-12 21:55:00+00:00,2030,0,2.0,"[1570, 460]"
2020-10-12 22:00:00+00:00,360,0,1.0,[360]
2020-10-12 22:05:00+00:00,0,0,0.0,[]
2020-10-12 22:10:00+00:00,0,0,0.0,[]
2020-10-12 22:15:00+00:00,0,0,0.0,[]
2020-10-12 22:20:00+00:00,0,0,0.0,[]
2020-10-12 22:25:00+00:00,0,0,0.0,[]
2020-10-12 22:30:00+00:00,0,0,0.0,[]
2020-10-12 22:35:00+00:00,0,0,0.0,[]
2020-10-12 22:40:00+00:00,7540,0,1.0,[7540]
2020-10-12 22:45:00+00:00,0,0,0.0,[]
2020-10-12 22:50:00+00:00,470,0,1.0,[470]
2020-10-12 22:55:00+00:00,0,0,0.0,[]
2020-10-12 23:00:00+00:00,1110,0,2.0,"[370, 740]"
2020-10-12 23:05:00+00:00,10,0,1.0,[10]
2020-10-12 23:10:00+00:00,0,0,0.0,[]
2020-10-12 23:15:00+00:00,0,0,0.0,[]
2020-10-12 23:20:00+00:00,0,0,0.0,[]
2020-10-12 23:25:00+00:00,0,0,0.0,[]
2020-10-12 23:30:00+00:00,0,0,0.0,[]
2020-10-12 23:35:00+00:00,570,0,1.0,[570]
2020-10-12 23:40:00+00:00,0,0,0.0,[]
2020-10-12 23:45:00+00:00,0,0,0.0,[]
2020-10-12 23:50:00+00:00,0,0,0.0,[]
2020-10-12 23:55:00+00:00,910,0,1.0,[910]
2020-10-13 00:00:00+00:00,0,0,0.0,[]
2020-10-13 00:05:00+00:00,0,0,0.0,[]
2020-10-13 00:10:00+00:00,0,0,0.0,[]
2020-10-13 00:15:00+00:00,70,0,1.0,[70]
2020-10-13 00:20:00+00:00,0,0,0.0,[]
2020-10-13 00:25:00+00:00,0,0,0.0,[]
2020-10-13 00:30:00+00:00,0,0,0.0,[]
2020-10-13 00:35:00+00:00,0,0,0.0,[]
2020-10-13 00:40:00+00:00,340,0,1.0,[340]
2020-10-13 00:45:00+00:00,2180,0,1.0,[2180]
2020-10-13 00:50:00+00:00,0,0,0.0,[]
2020-10-13 00:55:00+00:00,0,0,0.0,[]
2020-10-13 01:00:00+00:00,0,0,0.0,[]
2020-10-13 01:05:00+00:00,560,0,1.0,[560]
2020-10-13 01:10:00+00:00,7460,0,1.0,[7460]
2020-10-13 01:15:00+00:00,12480,0,2.0,"[11980, 500]"
2020-10-13 01:20:00+00:00,560,0,1.0,[560]
2020-10-13 01:25:00+00:00,18370,0,1.0,[18370]
2020-10-13 01:30:00+00:00,45570,0,19.0,"[50, 6200, 330, 3180, 510, 2130, 600, 1320, 30, 740, 1310, 1710, 4040, 14140, 100, 1060, 560, 4340, 3220]"
2020-10-13 01:35:00+00:00,104050,0,17.0,"[4100, 10080, 210, 8350, 9910, 350, 1400, 48690, 3630, 1750, 3970, 3830, 460, 1090, 1790, 2920, 1520]"
